klantnr;Omzet_Sligro;jaar;Categorie2;Segment;Hoofdactiviteit;Key_account_cluster_onderdeel
102710;1612;2025;Heart;Zorgen;Ziekenhuis;Vermaat Groep
103117;255;2024;Heart;Reizen;Benzinestation;Gemaq
103117;1237;2024;Cornetto;Reizen;Benzinestation;Gemaq
103236;413;2024;Heart;Eten;Restaurant - social dining;Xandrion
103287;177;2023;Heart;Werken;Dienstverlener;Compass
103401;56;2025;Calippo;Werken;Dienstverlener;null
103570;57;2023;Calippo;Eten;Fast food - snacks & frites;null
103670;252;2025;Calippo;Eten;Fast food - snacks & frites;Sligro - Plaza
103711;125;2023;Heart;Leisure;Bioscoop;Vue
103818;363;2023;Magnum;Slapen;Camping/camperpark;null
103945;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
103963;28;2024;Calippo;Eten;Fast food - snacks & frites;FHC
10398137;1200;2023;Ben & Jerry's;Leisure;Speeltuin/-hal;null
104044;412;2023;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
104175;132;2023;Ben & Jerry's;Eten;Restaurant - social dining;null
104260;273;2025;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
10432419;526;2023;Heart;Evenementen;Party-/zalencentrum/conferentieoord;null
10448307;56;2025;Calippo;Shoppen non food;Tuincentrum;null
10454321;470;2023;Ben & Jerry's;Eten;Restaurant - fast casual;null
10454321;157;2024;Ben & Jerry's;Eten;Restaurant - fast casual;null
10468858;28;2024;Calippo;Shoppen non food;Apotheek/drogist;null
104755;1053;2024;Magnum;Reizen;Benzinestation;Gemaq
104867;160;2023;Magnum;Werken;Overheid;Compass
104917;63;2024;Heart;Eten;Fast food - snacks & frites;null
104988;1825;2023;Magnum;Eten;Fast food - snacks & frites;null
104995;46;2025;Magnum;Eten;Restaurant - social dining;null
105147;85;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
105163;390;2023;Heart;Grossiers;Distributiecentrum;null
105511;1335;2023;Magnum;Reizen;Benzinestation;Gemaq
105817;84;2025;Calippo;Reizen;Benzinestation;De Haan
105964;20;2024;Ben & Jerry's;Eten;Restaurant - social dining;null
106124;68;2024;Heart RMFK;Eten;Restaurant - fast casual;null
106364;59;2024;Heart;Eten;Fast food - snacks & frites;null
106519;17062;2025;Carte d'Or;Slapen;Bungalow-/vakantiepark;Xandrion
106525;2137;2023;Cornetto;Eten;Restaurant - fast casual;null
107068;622;2024;Calippo;Eten;Restaurant - fast casual;Xandrion
107069;177;2024;Ben & Jerry's;Eten;Lunch/broodjes;null
107120;57;2024;Calippo;Eten;Fast food - snacks & frites;null
107475;2890;2023;Magnum;Eten;Lunch/broodjes;null
108155;113;2023;Calippo;null;null;null
108198;446;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
108198;338;2024;Calippo;Reizen;Benzinestation;Gemaq
108253;630;2025;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
108431;28;2023;Calippo;Zorgen;Zorglocatie;null
108765;113;2024;Calippo;Eten;Fast food - snacks & frites;null
10882726;69;2024;Ben & Jerry's;Eten;Restaurant - fast casual;null
10883230;216;2024;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
10886321;1833;2024;Magnum;Reizen;Benzinestation;Gemaq
10895352;20;2025;Ben & Jerry's;Reizen;Benzinestation;Gemaq
10896649;190;2023;Heart;null;null;null
10896745;856;2023;Calippo;Leisure;Speeltuin/-hal;null
10899386;96;2024;Heart;Reizen;Benzinestation;null
109002;759;2023;Heart;Slapen;Hotel/motel;NH hotel
10905612;77;2024;Magnum;Leisure;Amusementshal;null
10911154;248;2024;Calippo;Eten;Restaurant - fast casual;null
10912389;1474;2023;Ben & Jerry's;null;null;null
10912389;553;2024;Heart RMFK;null;null;null
109167;762;2024;Heart RMFK;Shoppen food;Minimarkt/superette;Xandrion
109168;26;2025;Heart;Reizen;Benzinestation;null
10920692;413;2024;Ben & Jerry's;Slapen;Camping/camperpark;Europarcs
10920692;186;2024;Carte d'Or;Slapen;Camping/camperpark;Europarcs
10920692;253;2025;Calippo;Slapen;Camping/camperpark;Europarcs
10925331;689;2023;Magnum;Eten;Restaurant - social dining;null
109280;160;2023;Magnum;Eten;Fast food - snacks & frites;null
10928952;762;2024;Ben & Jerry's;Drinken;Bar/café;null
10929936;89;2024;Ben & Jerry's;Eten;Restaurant - social dining;null
10931883;170;2023;Calippo;Reizen;Benzinestation;null
10933749;113;2025;Calippo;Werken;Dienstverlener;null
109338;20;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
10935479;197;2025;Calippo;Eten;Fast food - snacks & frites;null
109422;1375;2023;Magnum;Reizen;Benzinestation;CRS
109450;28;2023;Calippo;Eten;Fast food - snacks & frites;null
109592;5956;2024;Cornetto;Leisure;Pretpark;Drievliet
10963151;83;2025;Calippo;Slapen;Camping/camperpark;null
10967177;59;2023;Heart;Drinken;Coffee bar;null
109748;365;2023;Ben & Jerry's;Eten;Restaurant - social dining;null
109886;202;2023;Magnum;Eten;Fast food - snacks & frites;null
109997;85;2024;Heart;Eten;Fast food - snacks & frites;null
11005673;55;2023;Calippo;Eten;Fast food - snacks & frites;null
110091;59;2025;Heart;Drinken;Bar/café;null
110126;28;2024;Calippo;Eten;Fast food - snacks & frites;null
110276;120;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
110287;26;2025;Viennetta;Slapen;Hotel/motel;Van  der Valk
110363;57;2023;Calippo;Eten;Restaurant - fast casual;Xandrion
11039684;92;2023;Heart;Eten;Restaurant - social dining;null
11046051;38;2023;Ben & Jerry's;Eten;Restaurant - fast casual;null
110473;26;2025;Viennetta;Eten;Restaurant - social dining;null
110515;454;2025;Heart;null;null;null
110885;310;2025;Calippo;Reizen;Benzinestation;Gemaq
111042;90;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
111176;111;2023;Heart;Sporten;Sportlocatie;null
111202;160;2023;Magnum;null;null;null
111354;39;2025;Ben & Jerry's;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
111454;98;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
111714;39;2025;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
111844;565;2023;Ben & Jerry's;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
11206837;84;2023;Calippo;Eten;Fast food - overig;null
112229;927;2023;Magnum;Eten;Fast food - snacks & frites;null
112428;85;2023;Heart;Leisure;Sauna/thermen;null
112480;29;2024;Carte d'Or;Eten;Restaurant - social dining;Xandrion
112484;900;2025;Heart;Leisure;Dagrecreatie;Xandrion
112546;55;2025;Calippo;Sporten;Tennis/squash/padel;Procent (lid Horecapact, HPG)
112641;118;2024;Ben & Jerry's;Reizen;Benzinestation;TANQ+
11278016;55;2023;Calippo;Drinken;Coffee bar;null
112802;28;2025;Calippo;Sporten;IJs-/skibaan;Snowworld
11290648;1013;2025;Heart;Leisure;Speeltuin/-hal;null
11290660;129;2024;Heart RMFK;Leisure;Speeltuin/-hal;Jumpsquare
112915;99;2023;Viennetta;Eten;Lunch/broodjes;null
113139;417;2024;Heart;Zorgen;Ziekenhuis;Vermaat Groep
113145;28;2025;Calippo;Slapen;Hotel/motel;null
113212;169;2024;Ben & Jerry's;Reizen;Benzinestation;null
113441;282;2024;Calippo;Reizen;Benzinestation;Gemaq
113512;85;2025;Calippo;Leren;Secundair onderwijs;null
113515;647;2023;Magnum;Drinken;Bar/café;null
113608;92;2024;Heart;Slapen;Hotel/motel;null
11361704;28;2025;Calippo;Shoppen food;Slijterij;null
11362858;503;2024;Magnum;Reizen;Benzinestation;Gemaq
113703;28;2023;Calippo;Eten;Fast food - snacks & frites;null
113733;84;2024;Calippo;Reizen;Benzinestation;Gemaq
11401645;26;2023;Heart;null;null;null
11401972;1892;2023;Magnum;Leisure;Speeltuin/-hal;Jumpsquare
11401972;730;2025;Calippo;Leisure;Speeltuin/-hal;Jumpsquare
11402227;169;2025;Calippo;Cateraars;Cateraar;null
11432480;114;2025;Calippo;Reizen;Benzinestation;Gemaq
11435925;55;2023;Calippo;Eten;Fast food - snacks & frites;null
11443683;193;2024;Calippo;Leisure;Speeltuin/-hal;null
11443683;720;2024;Magnum;Leisure;Speeltuin/-hal;null
11443794;1148;2025;Heart;Eten;Restaurant - fast casual;null
11443896;98;2025;Ben & Jerry's;Slapen;Camping/camperpark;null
11445667;284;2024;Heart RMFK;Sporten;Sporthal/-complex;null
114483;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
11449043;4098;2025;Magnum;Eten;Lunch/broodjes;Gemaq
11452468;1047;2023;Magnum;Eten;Restaurant - fast casual;null
11457075;1064;2024;Carte d'Or;Eten;Restaurant - social dining;null
11457152;193;2024;Calippo;Eten;Restaurant - fast casual;null
11457449;131;2023;Ben & Jerry's;Eten;Restaurant - social dining;null
11458298;945;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
11462809;28;2025;Calippo;Eten;Restaurant - fast casual;null
1146798;248;2024;Calippo;Eten;Lunch/broodjes;null
11470013;55;2023;Calippo;Eten;Lunch/broodjes;null
11470013;28;2024;Calippo;Eten;Lunch/broodjes;null
11470044;191;2024;Heart;Eten;Restaurant - fast casual;null
1148082;29;2024;Carte d'Or;Eten;Restaurant - social dining;null
114855;93;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
1149273;17;2025;Heart RMFK;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
1149550;507;2024;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
11497188;17;2025;Heart RMFK;Leisure;Speeltuin/-hal;null
11498321;243;2025;Ben & Jerry's;Slapen;Camping/camperpark;null
115007;39;2023;Cornetto;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
11502401;28;2023;Calippo;null;null;null
11502982;28;2025;Calippo;Eten;Restaurant - fast casual;null
1150925;396;2023;Ben & Jerry's;null;null;null
115289;75;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
115289;55;2025;Calippo;Eten;Fast food - snacks & frites;null
11530781;75;2023;Ben & Jerry's;Eten;Fast food - overig;null
11531205;83;2025;Calippo;Sporten;Sportschool;Optisport
11534339;239;2024;Heart RMFK;Eten;Restaurant - social dining;null
11534388;1096;2024;Heart;Leisure;Dagrecreatie;null
11534388;1438;2025;Calippo;Leisure;Dagrecreatie;null
11534708;57;2024;Ben & Jerry's;Eten;Lunch/broodjes;null
11534877;221;2023;Calippo;Reizen;Benzinestation;TANQ+
11536658;276;2025;Calippo;Eten;Fast food - snacks & frites;null
11538020;118;2024;Ben & Jerry's;Eten;Restaurant - fast casual;null
11538020;79;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
11538170;366;2023;Calippo;Reizen;Benzinestation;Gemaq
11538942;561;2024;Heart;Sporten;Zwembad;null
1154175;1524;2024;Magnum;Leisure;Speeltuin/-hal;Jumpsquare
11543763;196;2025;Calippo;Sporten;Sportschool;null
11554006;113;2023;Ben & Jerry's;Zorgen;Bejaardentehuis/verpleeghuis;null
11556881;1131;2023;Magnum;null;null;null
11557191;78;2024;Ben & Jerry's;Eten;Lunch/broodjes;null
11557380;59;2024;Ben & Jerry's;Reizen;Benzinestation;TANQ+
115583;161;2023;Magnum;Eten;Fast food - snacks & frites;null
1155862;316;2024;Heart;null;null;null
115596;98;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
1156092;386;2023;Heart;Leisure;Museum;Albron
11561785;2053;2024;Ben & Jerry's;Eten;Fast food - overig;Shabu Shabu
11575652;166;2023;Calippo;null;null;null
11575654;55;2023;Calippo;Werken;Dienstverlener;null
11575932;485;2024;Ben & Jerry's;Slapen;Bungalow-/vakantiepark;Europarcs
11576235;96;2025;Heart;Werken;Dienstverlener;null
115802;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
1158155;478;2025;Calippo;null;null;null
11588383;39;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
11588436;967;2024;Calippo;Shoppen food;Minimarkt/superette;Europarcs
11588673;62;2024;Heart RMFK;Reizen;Benzinestation;Gemaq
11589432;59;2024;Ben & Jerry's;Eten;Restaurant - social dining;null
11589928;170;2024;Heart;Eten;Restaurant - fast casual;null
11590332;266;2023;Heart;Eten;Restaurant - fast casual;null
11590678;26;2025;Heart;Reizen;Benzinestation;null
11591567;227;2024;Calippo;Reizen;Benzinestation;Gemaq
11591567;118;2025;Ben & Jerry's;Reizen;Benzinestation;Gemaq
11591568;2077;2024;Magnum;null;null;null
11591568;82;2024;Heart RMFK;null;null;null
11591569;905;2023;Calippo;null;null;null
11591574;138;2025;Calippo;Eten;Restaurant - fast casual;null
11591856;17;2024;Heart RMFK;Reizen;Benzinestation;Gemaq
11591856;85;2025;Calippo;Reizen;Benzinestation;Gemaq
1160163;358;2023;Ben & Jerry's;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
11606977;773;2025;Calippo;Eten;Restaurant - social dining;null
11611265;228;2024;Calippo;Eten;Restaurant - fast casual;null
11611315;17;2024;Heart RMFK;Eten;Restaurant - fast casual;null
1161136;84;2025;Calippo;Evenementen;Party-/zalencentrum/conferentieoord;null
116198;167;2025;Calippo;Eten;Restaurant - fast casual;null
1161984;2349;2024;Ben & Jerry's;Leisure;Speeltuin/-hal;Libéma
11624571;26;2024;Heart;Sporten;Hockey;null
11628517;59;2025;Heart;Werken;Dienstverlener;null
11638283;56;2025;Calippo;Eten;Restaurant - fast casual;null
11638337;-313;2025;Ben & Jerry's;Slapen;Hotel/motel;null
1163844;1057;2023;Ben & Jerry's;Sporten;Zwembad;null
11638635;949;2024;Heart;Leisure;Speeltuin/-hal;null
11640109;9298;2023;Ben & Jerry's;Eten;Fast food - overig;null
11640109;11812;2024;Ben & Jerry's;Eten;Fast food - overig;null
1164763;28;2025;Calippo;null;null;null
116530;2121;2023;Carte d'Or;Slapen;Camping/camperpark;Europarcs
116530;1261;2025;Carte d'Or;Slapen;Camping/camperpark;Europarcs
11677035;56;2023;Ben & Jerry's;Reizen;Benzinestation;TANQ+
11683093;524;2024;Calippo;null;null;null
11683093;1088;2025;Heart;null;null;null
11684010;370;2025;Ben & Jerry's;Drinken;Bar/café;null
116911;84;2025;Calippo;Sporten;Voetbal;null
1169112;28;2023;Calippo;Eten;Fast food - shoarma/kebab;null
11691727;799;2023;Magnum;Eten;Restaurant - social dining;null
11691727;168;2023;Calippo;Eten;Restaurant - social dining;null
11691851;160;2024;Cornetto;null;null;null
11691858;227;2024;Calippo;Leisure;Speeltuin/-hal;null
11691860;725;2023;Magnum;Leisure;Minigolf;null
11700799;55;2024;Calippo;null;null;null
11700980;28;2025;Calippo;null;null;null
11702258;443;2024;Ben & Jerry's;Slapen;Bungalow-/vakantiepark;Europarcs
11702263;733;2023;Calippo;Slapen;Bungalow-/vakantiepark;Europarcs
11702263;915;2025;Heart;Slapen;Bungalow-/vakantiepark;Europarcs
117035;79;2024;Ben & Jerry's;Sporten;Zwembad;Laco
1170361;235;2024;Ben & Jerry's;Leisure;Minigolf;Glowgolf
1170390;275;2023;Heart;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
11710429;118;2024;Ben & Jerry's;Eten;Restaurant - social dining;null
11719567;55;2024;Calippo;Leisure;Amusementshal;null
11719648;58;2025;Ben & Jerry's;Sporten;Sporthal/-complex;Optisport
11720191;177;2024;Heart;Sporten;Tennis/squash/padel;The Padellers
117261;98;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
117262;174;2023;Heart;null;null;null
117282;563;2023;Magnum;Eten;Fast food - snacks & frites;null
117282;161;2023;Heart;Eten;Fast food - snacks & frites;null
11742343;57;2023;Calippo;Eten;Fast food - snacks & frites;null
11742359;9775;2024;Carte d'Or;Eten;Restaurant - social dining;null
117467;75;2023;Ben & Jerry's;Zorgen;Bejaardentehuis/verpleeghuis;null
117567;395;2023;Ben & Jerry's;Eten;Restaurant - fast casual;null
117601;188;2024;Heart;Eten;Fast food - snacks & frites;Sligro - Plaza
117716;407;2025;Heart;Werken;Hoofdkantoor;Vermaat Groep
117884;1154;2025;Calippo;Reizen;Benzinestation;Gemaq
11795030;330;2025;Heart;null;null;null
118126;683;2025;Ben & Jerry's;Leisure;Bioscoop;Pathé
11839970;150;2023;Ben & Jerry's;Slapen;Hotel/motel;null
11846852;406;2024;Magnum;Eten;Fast food - snacks & frites;null
118474;501;2023;Heart;Slapen;Hotel/motel;NH hotel
11851968;120;2023;Magnum;Slapen;Bungalow-/vakantiepark;null
11852075;3214;2023;Calippo;Cateraars;Cateraar;null
118539;141;2023;Calippo;Eten;Fast food - snacks & frites;null
11857106;283;2023;Magnum;Sporten;Paardensport;null
11859058;57;2023;Calippo;Werken;Dienstverlener;Vermaat Groep
118605;104;2025;Heart;Leren;Secundair onderwijs;null
11862604;83;2023;Calippo;Werken;Dienstverlener;null
11865754;28;2023;Calippo;Drinken;Bar/café;null
11865855;141;2025;Calippo;Eten;Fast food - snacks & frites;null
11866652;225;2023;Heart;Eten;Fast food - snacks & frites;null
11866738;96;2023;Heart;Werken;Overheid;null
11872524;52;2023;Heart;Leren;Beroepsonderwijs;null
11877709;102;2024;Heart RMFK;Slapen;Camping/camperpark;null
11883356;155;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
1189310;94;2023;Ben & Jerry's;Sporten;Zwembad;null
118957;445;2023;Heart;Zorgen;Ziekenhuis;Grootinkoop (HPG)
118984;183;2023;Heart;Werken;Dienstverlener;Prorest Catering
119172;183;2024;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
11926325;58;2025;Ben & Jerry's;Leisure;Concerthal/theater;null
119264;79;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
11926486;185;2024;Magnum;Eten;Fast food - overig;null
1193613;917;2025;Ben & Jerry's;null;null;null
1193766;856;2024;Cornetto;null;null;null
1194387;24;2023;Carte d'Or;Slapen;Hotel/motel;null
119566;59;2023;Heart;Leren;Secundair onderwijs;null
11963122;80;2023;Magnum;Eten;Fast food - snacks & frites;null
119774;59;2025;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
11980515;2414;2024;Magnum;Cateraars;Cateraar;null
11980585;229;2025;Heart;Eten;Fast food - snacks & frites;null
11981456;39;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
11982386;55;2024;Calippo;Sporten;Sporthal/-complex;null
11982448;240;2023;Magnum;Eten;Restaurant - fast casual;null
11986944;354;2025;Heart;Werken;Producent;null
11986991;507;2025;Calippo;Leisure;Dagrecreatie;null
11987216;0;2025;Magnum;Eten;Lunch/broodjes;null
11992227;216;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
1199314;125;2024;Heart;Leren;Secundair onderwijs;null
11997012;55;2024;Calippo;null;null;null
1199746;1367;2025;Ben & Jerry's;Eten;Restaurant - fast casual;Xandrion
119986;202;2023;Magnum;Slapen;Camping/camperpark;Xandrion
12001757;113;2024;Calippo;Drinken;Bar/café;null
12003288;2729;2024;Heart;Werken;Dienstverlener;null
12019022;55;2025;Calippo;Eten;Restaurant - fast casual;null
120193;20;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
12020247;96;2024;Heart;Leren;Hoger onderwijs/universiteit;null
12026158;534;2025;Calippo;Cateraars;Cateraar;null
120265;389;2024;Cornetto;Eten;Fast food - snacks & frites;null
120265;59;2024;Heart;Eten;Fast food - snacks & frites;null
1202664;704;2024;Cornetto;Zorgen;Bejaardentehuis/verpleeghuis;null
12029533;251;2023;Cornetto;Cateraars;Cateraar;null
120336;84;2024;Calippo;Eten;Fast food - snacks & frites;null
1203743;1187;2024;Calippo;Eten;Lunch/broodjes;null
12038711;98;2025;Ben & Jerry's;Eten;Fast food - overig;null
1204496;1790;2023;Ben & Jerry's;Eten;Restaurant - fast casual;null
12049764;235;2025;Ben & Jerry's;Eten;Fast food - pizza;null
12050635;276;2025;Heart;Eten;Restaurant - social dining;null
120552;121;2023;Magnum;Zorgen;Bejaardentehuis/verpleeghuis;null
12056624;84;2025;Calippo;Drinken;Bar/café;null
12061012;1601;2025;Heart;Eten;Restaurant - social dining;null
12065102;52;2025;Heart;Eten;Lunch/broodjes;null
12066498;19;2023;Ben & Jerry's;Eten;Lunch/broodjes;null
12069133;696;2025;Heart;Eten;Restaurant - social dining;null
120742;37;2023;Cornetto;Eten;Fast food - snacks & frites;null
1208283;39;2025;Ben & Jerry's;null;null;null
120852;5078;2025;Calippo;Slapen;Bungalow-/vakantiepark;Center Parcs
121114;191;2024;Carte d'Or;Slapen;Camping/camperpark;Xandrion
121118;458;2024;Magnum;Reizen;Benzinestation;null
121292;497;2025;Calippo;Sporten;Sporthal/-complex;Laco
1213900;1221;2025;Calippo;Cateraars;Cateraar;null
1213962;1003;2023;Heart;Eten;Restaurant - fast casual;null
121401;122;2023;Heart;Evenementen;Party-/zalencentrum/conferentieoord;Vermaat Groep
1215010;332;2024;Carte d'Or;Cateraars;Cateraar;null
1215177;138;2025;Ben & Jerry's;Eten;Restaurant - fast casual;Xandrion
121576;2011;2024;Magnum;Slapen;Camping/camperpark;Xandrion
121576;16270;2024;Carte d'Or;Slapen;Camping/camperpark;Xandrion
121725;440;2023;Magnum;Werken;Dienstverlener;Vermaat Groep
121732;1654;2023;Magnum;Reizen;Benzinestation;TANQ+
121829;92;2024;Heart;null;null;null
1219385;26;2023;Heart;Eten;Restaurant - social dining;null
1219722;52;2025;Heart;Sporten;Paardensport;null
1219786;2062;2024;Ben & Jerry's;Sporten;Voetbal;null
122031;34;2024;Heart RMFK;Sporten;Zwembad;null
1220684;1052;2023;Magnum;Sporten;Zwembad;Optisport
1220715;192;2023;Heart;Sporten;Sportlocatie;Xandrion
1220715;164;2024;Heart RMFK;Sporten;Sportlocatie;Xandrion
1223770;555;2024;Cornetto;null;null;null
122461;733;2024;Calippo;Slapen;Camping/camperpark;Xandrion
122481;442;2023;Calippo;Eten;Fast food - snacks & frites;null
122481;552;2025;Calippo;Eten;Fast food - snacks & frites;null
122549;620;2023;Viennetta;Eten;Restaurant - social dining;null
122605;79;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
1226062;17;2024;Heart RMFK;Eten;Fast food - overig;null
122676;372;2025;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
1227052;221;2024;Calippo;Leisure;Speeltuin/-hal;Jump XL
1228428;1234;2025;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
122879;92;2025;Heart;Drinken;Bar/café;null
122926;312;2025;Viennetta;Zorgen;Bejaardentehuis/verpleeghuis;null
1229776;177;2025;Ben & Jerry's;Sporten;Sporthal/-complex;null
1229999;196;2024;Calippo;Slapen;Hostel;null
1230126;2551;2023;Heart;null;null;null
123110;5393;2023;Magnum;Slapen;Camping/camperpark;Xandrion
123116;28;2023;Calippo;Eten;Fast food - snacks & frites;null
123209;322;2023;Magnum;Eten;Fast food - snacks & frites;null
123255;133;2023;Heart;null;null;null
123255;264;2023;Ben & Jerry's;null;null;null
123289;602;2025;Ben & Jerry's;Reizen;Benzinestation;Gemaq
123329;176;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
123331;621;2025;Calippo;Slapen;Camping/camperpark;null
123392;39;2024;Ben & Jerry's;Reizen;Benzinestation;Gemaq
123403;34;2024;Heart RMFK;Reizen;Benzinestation;null
123529;20;2024;Ben & Jerry's;Reizen;Benzinestation;Gemaq
1236157;2205;2023;Ben & Jerry's;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
1236157;660;2024;Ben & Jerry's;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
123738;20;2025;Ben & Jerry's;Drinken;Bar/café;null
123843;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
1238851;420;2023;Heart;Leisure;Speeltuin/-hal;null
1238851;414;2025;Calippo;Leisure;Speeltuin/-hal;null
1239594;277;2025;Calippo;Eten;Restaurant - social dining;Xandrion
124001;132;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
124014;28;2023;Calippo;Slapen;Hotel/motel;null
1240742;113;2023;Calippo;null;null;null
1240742;116;2025;Ben & Jerry's;null;null;null
124333;59;2024;Heart;Reizen;Benzinestation;null
124351;84;2024;Calippo;Eten;Fast food - snacks & frites;null
124369;388;2024;Cornetto;Eten;Fast food - snacks & frites;null
124369;110;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
124434;423;2024;Magnum;Eten;Fast food - snacks & frites;null
124439;162;2023;Magnum;Drinken;Bar/café;null
1244533;110;2024;Calippo;Leisure;Speeltuin/-hal;Monkey Town
1246134;68;2024;Heart RMFK;Eten;Restaurant - fast casual;La Place
1246145;55;2024;Calippo;Eten;Restaurant - fast casual;La Place
124626;940;2024;Heart;Sporten;Zwembad;Sportfondsen
124687;169;2023;Ben & Jerry's;Slapen;Camping/camperpark;null
124687;192;2024;Ben & Jerry's;Slapen;Camping/camperpark;null
124857;275;2024;Heart;Eten;Restaurant - social dining;null
124884;505;2023;Calippo;Reizen;Benzinestation;Gemaq
124884;1884;2024;Ben & Jerry's;Reizen;Benzinestation;Gemaq
124889;37;2023;Cornetto;Eten;Fast food - snacks & frites;null
125020;20;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
125041;17;2024;Heart RMFK;null;null;null
125041;1498;2024;Magnum;null;null;null
125376;75;2023;Cornetto;Eten;Fast food - snacks & frites;null
125552;584;2024;Magnum;Drinken;Bar/café;null
125897;28;2024;Calippo;Eten;Fast food - snacks & frites;null
125987;763;2025;Heart;Reizen;Rondvaart-/cruise-/tourbusmaatschappij;null
126083;83;2023;Calippo;Eten;Fast food - snacks & frites;null
126200;169;2023;Ben & Jerry's;Drinken;Bar/café;null
126212;40;2023;Magnum;Eten;Fast food - snacks & frites;null
1263332;712;2024;Magnum;null;null;null
1263964;354;2024;Heart;Werken;Dienstverlener;null
126669;74;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
126669;113;2023;Calippo;Reizen;Benzinestation;Gemaq
126669;39;2024;Ben & Jerry's;Reizen;Benzinestation;Gemaq
126769;141;2023;Calippo;null;null;null
126772;430;2024;Magnum;null;null;null
126855;29877;2023;Magnum;Slapen;Bungalow-/vakantiepark;Libéma
126870;483;2023;Magnum;Slapen;Camping/camperpark;null
126892;34;2024;Heart RMFK;Eten;Fast food - snacks & frites;Sligro - Plaza
127272;55;2025;Calippo;Eten;Restaurant - social dining;null
127765;161;2023;Heart;Reizen;Benzinestation;Gemaq
127765;51;2024;Heart RMFK;Reizen;Benzinestation;Gemaq
127765;112;2025;Calippo;Reizen;Benzinestation;Gemaq
127779;1153;2023;Cornetto;Reizen;Benzinestation;null
128045;34;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
128307;28;2025;Calippo;Reizen;Benzinestation;Shell
128344;355;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
128466;142;2024;Calippo;Reizen;Benzinestation;null
128583;141;2024;Calippo;Reizen;Benzinestation;Gemaq
128806;280;2023;Magnum;Leren;Secundair onderwijs;null
128831;1046;2023;Ben & Jerry's;Cateraars;Cateraar;Horecapact (HPG)
129038;39;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
129040;52;2024;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
129063;870;2023;Cornetto;Slapen;Camping/camperpark;Xandrion
129176;39;2024;Ben & Jerry's;Reizen;Benzinestation;Shell
129202;192;2023;Heart;Eten;Fast food - snacks & frites;Sligro - Plaza
129264;86;2024;Calippo;Reizen;Benzinestation;Gemaq
129293;57;2024;Calippo;Eten;Fast food - snacks & frites;null
129464;55;2023;Calippo;Eten;Fast food - snacks & frites;null
129549;358;2023;Ben & Jerry's;Leisure;Bowlingcentrum;Xandrion
129549;262;2023;Heart;Leisure;Bowlingcentrum;Xandrion
129549;166;2024;Calippo;Leisure;Bowlingcentrum;Xandrion
